Status,Address,StreetNumber,StreetName,City,PostalCode,Lat,Long,ListPrice,ClosePrice,ListingContractDate,CloseDate,SqFtTotal,PriceSqFtList,PriceSqFtSold,LotSize,YearBuilt,BedsTotal,BathsTotal,Stories,NewConstruction,Style,DOM,CDOM,SoldTermsNew,HOAMandatory,TaxAmount
Sold,814 Lawrence,814,Lawrence,Houston,77007,29.7857792,-95.4067381,37500,19000,1997-09-24,1998-04-29,792,7.5,23.99,5000,1920,3,1,1,FALSE,Traditional,157,157,Cash Sale,UNKNOWN,513
Sold,5921 Petty,5921,Petty,Houston,77007,29.7802596,-95.4298145,29000,22500,1999-01-25,1999-02-23,1299,22.32,17.32,5000,1940,3,1,1,FALSE,Traditional,23,23,Cash Sale,UNKNOWN,676
Sold,5845 Darling,5845,Darling,Houston,77007,29.7796101,-95.4285883,28900,24000,1998-05-13,1998-10-06,812,10.51,29.56,2750,1930,2,1,1,FALSE,Other Style,136,136,Cash Sale,UNKNOWN,389
Sold,522 Rutland,522,Rutland,Houston,77007,29.7808585,-95.400228,27500,24500,1998-06-10,1999-03-24,696,39.51,35.2,9600,1900,2,1,1,FALSE,Traditional,185,185,Conventional,UNKNOWN,1165
Sold,5244 Petty,5244,Petty,Houston,77007,29.7807772,-95.4154936,29500,24500,1998-02-23,1998-04-20,912,32.35,26.86,5350,1950,2,1,1,FALSE,Traditional,39,39,Cash Sale,UNKNOWN,562
Sold,4514 Katy Freeway,4514,Katy,Houston,77007,29.77794,-95.4067572,45000,24500,2000-07-17,2000-10-11,816,11.02,30.02,4085,1930,1,1,1,FALSE,Traditional,78,78,Cash Sale,UNKNOWN,510
Sold,5847 Darling,5847,Darling,Houston,77007,29.7796034,-95.428752,24500,24900,1998-05-13,1998-09-28,840,13.84,29.64,1770,1930,2,1,1,FALSE,Other Style,14,14,Conventional,UNKNOWN,378
Sold,5835 Darling,5835,Darling,Houston,77007,29.7795785,-95.4282608,28900,27000,1998-05-13,1998-08-13,1056,5.25,25.57,5500,1930,2,1,1,FALSE,Other Style,2,2,Conventional,UNKNOWN,491
Sold,623 Allston,623,Allston,Houston,77007,29.7823135,-95.4002236,29900,27500,1998-04-07,1998-10-29,768,4.53,35.81,6600,1940,2,1,1,FALSE,Traditional,13,13,Conventional,UNKNOWN,1091
Sold,816 Dorothy,816,Dorothy,Houston,77007,29.7861249,-95.4082109,29900,29900,1998-07-23,1998-12-31,672,6.64,44.49,4500,1925,2,1,1,FALSE,Traditional,158,158,Conventional,UNKNOWN,524
Sold,915 Lawrence,915,Lawrence,Houston,77008,29.7876096,-95.4071881,49000,30000,1998-05-22,1998-09-02,836,58.61,35.89,5280,1930,2,1,1,FALSE,Traditional,69,69,Conventional,UNKNOWN,1185
Sold,5224 Darling,5224,Darling,Houston,77007,29.7800324,-95.4149616,35000,30000,1998-04-26,1998-05-26,684,51.17,43.86,5350,1940,2,1,1,FALSE,Traditional,1,1,Conventional,UNKNOWN,524
Sold,908 Dorothy,908,Dorothy,Houston,77008,29.7873875,-95.4082109,33900,32700,2000-09-07,2000-10-20,744,45.56,43.95,6480,1920,2,1,1,FALSE,Traditional,5,5,Cash Sale,UNKNOWN,786
Sold,5912 Petty,5912,Petty,Houston,77007,29.7806555,-95.4294886,35000,35000,1997-03-05,1997-04-29,1096,31.93,31.93,4500,1950,3,1,1,FALSE,Traditional,41,41,Owner 1st,UNKNOWN,607
Sold,2415 Roy,2415,Roy,Houston,77007,29.7812767,-95.4132023,55900,37000,1998-10-10,1998-10-30,1040,53.75,35.58,6272,1949,3,1,1,FALSE,Traditional,19,19,Cash Sale,UNKNOWN,853
Sold,915 Lawrence,915,Lawrence,Houston,77008,29.7876096,-95.4071881,50000,38400,1998-09-02,1998-09-19,836,59.81,45.93,5280,1930,2,1,1,FALSE,Traditional,5,5,Cash Sale,UNKNOWN,1185
Sold,2706 Patterson,2706,Patterson,Houston,77007,29.7622945,-95.4058506,30900,38500,2001-02-26,2001-05-01,1008,30.65,38.19,6138,1930,2,1,1,FALSE,Traditional,16,16,Conventional,UNKNOWN,845
Sold,2510 Roy Circle,2510,Roy,Houston,77007,29.7819882,-95.4123431,39900,38500,1997-07-26,1997-08-27,981,40.67,39.25,6100,1955,2,1,1,FALSE,Traditional,23,23,Conventional,UNKNOWN,1136
Sold,919 Herkimer,919,Herkimer,Houston,77008,29.7878367,-95.4063188,39900,39900,1998-06-29,1998-08-13,936,42.63,42.63,7656,1920,2,1,1,FALSE,Victorian,16,16,Cash Sale,UNKNOWN,674
Sold,5827 Kiam,5827,Kiam,Houston,77007,29.7809998,-95.4276879,40000,40000,1997-04-28,1998-05-26,1102,36.3,36.3,3700,1930,3,1.1,1,FALSE,Traditional,325,325,Conventional,UNKNOWN,549
Sold,5841 Darling,5841,Darling,Houston,77007,29.779418,-95.428413,48900,42000,1998-05-25,1998-08-31,0,0,0,25700,0,2,2,1,FALSE,Other Style,91,91,Owner 1st,UNKNOWN,1077
Sold,509 Rutland Place,509,Rutland,Houston,77007,29.780191,-95.400659,89995,45000,2006-06-02,2006-09-14,1325,20.66,33.96,4356,1940,3,1,1,FALSE,Other Style,87,87,Cash Sale,UNKNOWN,0
Sold,548 Allston,548,Allston,Houston,77007,29.7811358,-95.3997168,55000,45000,2001-06-26,2001-07-30,1232,44.64,36.53,6600,1920,3,1,1,FALSE,Traditional,7,7,Cash Sale,UNKNOWN,18
Sold,5210 Darling,5210,Darling,Houston,77007,29.7800675,-95.4141024,49900,45000,1999-09-07,1999-11-19,1292,38.62,34.83,5350,1950,3,1,1,FALSE,Traditional,44,44,Conventional,UNKNOWN,698
Sold,515 W 8,515,8,Houston,77007,29.7853014,-95.4029745,55000,45000,1999-08-03,1999-09-30,856,12.5,52.57,4400,1920,2,1,1,FALSE,Other Style,13,13,Cash Sale,UNKNOWN,1157
Sold,5717 Cornish,5717,Cornish,Houston,77007,29.7780336,-95.4252048,49900,45000,1999-04-29,1999-06-29,775,3.59,58.06,13910,1925,2,1,1,FALSE,Traditional,8,8,Conventional,UNKNOWN,1007
Sold,536 Allston $$$,536,Allston $$$,Houston,77007,29.780974,-95.3996202,49999,45000,1998-11-13,1999-02-12,1336,37.42,33.68,6600,1920,3,1,1,FALSE,Traditional,88,88,Conventional,UNKNOWN,1036
Sold,5847 Kansas,5847,Kansas,Houston,77007,29.7817295,-95.4285883,45000,45000,1997-04-14,1998-01-13,1171,4.5,38.43,10000,1940,2,1.1,1,FALSE,Other Style,271,271,Conventional,UNKNOWN,952
Sold,2415 Sherwin Street,2415,Sherwin,Houston,77007,29.7809481,-95.4267466,42900,47000,2011-05-23,2011-07-12,672,63.84,69.94,2500,1930,3,1,1,FALSE,Traditional,30,30,Cash Sale,FALSE,2398
Sold,906 Dorothy,906,Dorothy,Houston,77008,29.7872505,-95.4082518,49900,49900,1997-11-18,1998-04-20,0,0,0,0,0,3,1.1,1,FALSE,Contemporary/Modern,108,108,Conventional,UNKNOWN,0
Sold,5122 Larkin,5122,Larkin,Houston,77007,29.779384,-95.413471,57900,50000,1997-10-03,1999-05-28,824,11.58,60.68,5000,1968,2,1,1,FALSE,Traditional,592,592,Owner 1st,UNKNOWN,1167
Sold,902 W 9,902,9,Houston,77007,29.786731,-95.406333,53000,51500,1997-03-06,1997-05-12,702,75.5,73.36,3960,1936,2,1,1,FALSE,Traditional,37,37,Conventional,UNKNOWN,400
Sold,2301 Arabelle,2301,Arabelle,Houston,77007,29.7799615,-95.424414,57000,52000,1996-11-15,1999-12-11,400,142.5,130,2500,1960,1,1,1,FALSE,Other Style,1111,1111,Private,UNKNOWN,596
Sold,731 Lawrence Street,731,Lawrence,Houston,77007,29.78475,-95.407013,62500,52500,2005-08-11,2006-01-09,624,100.16,84.13,1716,1930,2,1,1,FALSE,Other Style,112,112,Cash Sale,UNKNOWN,2496
Sold,807 Nicholson Street,807,Nicholson,Houston,77007,29.78537,-95.4057154,55000,53000,2003-07-22,2003-10-31,594,92.59,89.23,2740,1930,2,1,1,FALSE,Traditional,87,206,Cash Sale,UNKNOWN,876
Sold,944 Alexander,944,Alexander,Houston,77008,29.7882642,-95.40772,58500,53000,1997-11-03,1997-12-02,1165,50.21,45.49,6000,1930,2,1,1,FALSE,Traditional,11,11,Cash Sale,UNKNOWN,1153
Sold,735 Yale,735,Yale,Houston,77007,29.7846933,-95.3990884,59999,53000,1997-09-03,1997-11-24,1510,39.73,35.1,6600,1920,3,1,1,FALSE,Traditional,62,62,Cash Sale,UNKNOWN,1261
Sold,2419 Roy Circle,2419,Roy,Houston,77007,29.781452,-95.413325,57500,53560,1997-08-06,1997-10-24,984,58.43,54.43,8560,1954,2,1,1,FALSE,Traditional,41,41,Conventional,UNKNOWN,1255
Sold,725 Ashland,725,Ashland,Houston,77007,29.7842427,-95.4035063,65000,54000,1998-06-01,1999-10-01,0,0,0,6600,1935,3,1,1,FALSE,Traditional,457,457,Conventional,UNKNOWN,973
Sold,5429 Darling Street,5429,Darling,Houston,77007,29.7796196,-95.4195444,85000,55000,2003-12-07,2004-04-26,560,151.79,98.21,0,1940,1,1.9,1,FALSE,Colonial,116,280,Conventional,UNKNOWN,0
Sold,5923 Katy Street,5923,Katy,Houston,77007,29.7824407,-95.4299388,55000,55000,2003-02-08,2003-06-10,946,58.14,58.14,5000,1930,3,1,1,FALSE,Traditional,77,506,Conventional,UNKNOWN,946
Sold,1037 Dorothy,1037,Dorothy,Houston,77008,29.7900995,-95.4091519,69900,55000,1997-05-27,1997-07-31,1074,65.08,51.21,6000,1938,2,1,1,FALSE,Traditional,22,22,Conventional,UNKNOWN,1258
Sold,5921 Petty,5921,Petty,Houston,77007,29.7802596,-95.4298145,57500,55200,1999-03-25,1999-10-12,1299,44.26,42.49,5350,1940,3,1,1,FALSE,Traditional,151,151,Conventional,UNKNOWN,695
Sold,2403 Reinerman,2403,Reinerman,Houston,77007,29.780936,-95.413816,45900,57000,1996-07-15,1999-09-24,0,0,0,0,0,3,2,1,FALSE,Traditional,1132,1132,Conventional,UNKNOWN,0
Sold,711 Waverly,711,Waverly,Houston,77071,29.740558,-95.5750877,73500,57000,1998-04-06,1998-07-08,1006,73.06,56.66,4356,1936,4,1.1,1,FALSE,Traditional,74,74,Conventional,UNKNOWN,928
Sold,713 Waverly,713,Waverly,Houston,77007,29.784007,-95.404656,73500,57000,1998-04-06,1998-07-08,1536,47.85,37.11,8712,1936,2,1,2,FALSE,Traditional,74,74,Conventional,UNKNOWN,1804
Sold,906 Dorothy,906,Dorothy,Houston,77008,29.7872505,-95.4082518,59900,59000,1998-08-28,1999-03-07,0,0,0,0,0,3,1.1,1,FALSE,Traditional,185,185,Conventional,UNKNOWN,0
Sold,735 Rutland,735,Rutland,Houston,77007,29.7846033,-95.4012973,68900,59000,1998-05-20,1998-07-06,1022,67.42,57.73,5280,1930,2,1,1,FALSE,Traditional,24,24,Cash Sale,UNKNOWN,992
Sold,4907 Larkin,4907,Larkin,Houston,77007,29.779,-95.411068,59900,59900,1999-08-18,1999-11-13,0,0,0,5000,1949,3,1,1,FALSE,Traditional,54,54,Conventional,UNKNOWN,1334
Sold,739 Yale,739,Yale,Houston,77007,29.7850106,-95.3990475,70000,60000,1997-04-30,1997-07-24,2647,20,22.67,3500,1930,4,2,2,FALSE,Victorian,1,1,Owner 1st,UNKNOWN,903
Sold,944 Dorothy,944,Dorothy,Houston,77008,29.7885414,-95.4086609,67900,60500,1996-10-25,1997-03-19,1194,56.87,50.67,6000,1930,2,1,1,FALSE,Traditional,111,111,Conventional,UNKNOWN,1164
Sold,5222 Larkin,5222,Larkin,Houston,77007,29.7793694,-95.4146343,75000,60800,1999-07-02,1999-08-30,1464,51.23,41.53,8025,1920,2,1,1,FALSE,Victorian,6,6,Conventional,UNKNOWN,1004
Sold,1536 Ashland,1536,Ashland,Houston,77007,29.7992223,-95.4032609,67400,61000,1999-02-16,1999-05-25,0,0,0,2200,1910,2,1,1,FALSE,Victorian,77,77,Cash Sale,UNKNOWN,303
Sold,5531 Larkin,5531,Larkin,Houston,77007,29.7789025,-95.421728,67000,62000,2000-10-27,2001-03-30,1168,10.47,53.08,6400,1938,2,1,1,FALSE,Traditional,147,147,Conventional,UNKNOWN,818
Sold,5422 Darling,5422,Darling,Houston,77007,29.7800271,-95.4195035,65000,62000,1998-01-30,1998-06-08,1100,59.09,56.36,5350,1994,3,1,1,FALSE,Traditional,58,58,Conventional,UNKNOWN,1181
Sold,932 Alexander,932,Alexander,Houston,77008,29.7879052,-95.4076791,65000,62000,1997-06-16,1997-07-31,1086,59.85,57.09,6000,1930,2,1,1,FALSE,Traditional,13,13,Conventional,UNKNOWN,1207
Sold,312 W 11,312,11,Houston,77008,29.7904882,-95.4006721,86000,62500,1998-10-07,2000-05-10,2628,32.72,23.78,0,1920,3,2,2,FALSE,Victorian,554,554,Cash Sale,UNKNOWN,2636
Sold,926 Ashland,926,Ashland,Houston,77008,29.7879117,-95.4030972,63000,62500,1997-06-06,1997-07-21,949,9.55,65.86,6600,1925,2,1,1,FALSE,Traditional,11,11,FHA,UNKNOWN,1203
Sold,911 Nicholson,911,Nicholson,Houston,77008,29.7873974,-95.4057563,65000,63000,2000-02-18,2000-06-21,907,7.46,69.46,8712,1920,1,1,1,FALSE,Other Style,24,24,Conventional,UNKNOWN,674
Sold,1033 Herkimer Street,1033,Herkimer,Houston,77008,29.7903484,-95.4063699,64500,64000,2004-02-24,2004-05-12,666,18.53,96.1,3480,1930,2,1,1,FALSE,Traditional,31,16,Cash Sale,UNKNOWN,2334
Sold,623 Allston,623,Allston,Houston,77007,29.7823135,-95.4002236,69000,64000,2001-01-31,2001-06-25,768,10.45,83.33,6600,1940,2,1,1,FALSE,Traditional,119,119,Conventional,UNKNOWN,15
Sold,5607 Darling Street,5607,Darling,Houston,77007,29.779569,-95.422453,66500,65000,2003-03-06,2003-05-02,920,72.28,70.65,5350,1930,2,1,1,FALSE,Other Style,28,151,Cash Sale,UNKNOWN,0
